filepath,split
./DevSet/MovingMotorVehicle/043.wav,train
./DevSet/MovingMotorVehicle/458.wav,train
./DevSet/MovingMotorVehicle/520.wav,train
./DevSet/MovingMotorVehicle/037.wav,train
./DevSet/MovingMotorVehicle/249.wav,train
./DevSet/MovingMotorVehicle/311.wav,train
./DevSet/MovingMotorVehicle/523.wav,train
./DevSet/MovingMotorVehicle/102.wav,train
./DevSet/MovingMotorVehicle/314.wav,train
./DevSet/MovingMotorVehicle/526.wav,train
./DevSet/MovingMotorVehicle/105.wav,train
./DevSet/MovingMotorVehicle/481.wav,train
./DevSet/MovingMotorVehicle/317.wav,train
./DevSet/MovingMotorVehicle/060.wav,train
./DevSet/MovingMotorVehicle/272.wav,train
./DevSet/MovingMotorVehicle/108.wav,train
./DevSet/MovingMotorVehicle/063.wav,train
./DevSet/MovingMotorVehicle/478.wav,train
./DevSet/MovingMotorVehicle/540.wav,train
./DevSet/MovingMotorVehicle/269.wav,train
./DevSet/MovingMotorVehicle/331.wav,train
./DevSet/MovingMotorVehicle/543.wav,train
./DevSet/MovingMotorVehicle/122.wav,train
./DevSet/MovingMotorVehicle/334.wav,train
./DevSet/MovingMotorVehicle/546.wav,train
./DevSet/MovingMotorVehicle/125.wav,train
./DevSet/MovingMotorVehicle/337.wav,train
./DevSet/MovingMotorVehicle/080.wav,train
./DevSet/MovingMotorVehicle/292.wav,train
./DevSet/MovingMotorVehicle/128.wav,train
./DevSet/MovingMotorVehicle/605.wav,train
./DevSet/MovingMotorVehicle/083.wav,train
./DevSet/MovingMotorVehicle/498.wav,train
./DevSet/MovingMotorVehicle/560.wav,train
./DevSet/MovingMotorVehicle/295.wav,train
./DevSet/MovingMotorVehicle/608.wav,train
./DevSet/MovingMotorVehicle/289.wav,test
./DevSet/MovingMotorVehicle/351.wav,train
./DevSet/MovingMotorVehicle/086.wav,train
./DevSet/MovingMotorVehicle/563.wav,train
./DevSet/MovingMotorVehicle/142.wav,train
./DevSet/MovingMotorVehicle/354.wav,train
./DevSet/MovingMotorVehicle/566.wav,train
./DevSet/MovingMotorVehicle/145.wav,train
./DevSet/MovingMotorVehicle/357.wav,train
./DevSet/MovingMotorVehicle/569.wav,train
./DevSet/MovingMotorVehicle/631.wav,validation
./DevSet/MovingMotorVehicle/148.wav,train
./DevSet/MovingMotorVehicle/210.wav,train
./DevSet/MovingMotorVehicle/625.wav,train
./DevSet/MovingMotorVehicle/422.wav,test
./DevSet/MovingMotorVehicle/001.wav,train
./DevSet/MovingMotorVehicle/416.wav,train
./DevSet/MovingMotorVehicle/213.wav,train
./DevSet/MovingMotorVehicle/628.wav,train
./DevSet/MovingMotorVehicle/207.wav,train
./DevSet/MovingMotorVehicle/004.wav,train
./DevSet/MovingMotorVehicle/583.wav,train
./DevSet/MovingMotorVehicle/419.wav,train
./DevSet/MovingMotorVehicle/374.wav,train
./DevSet/MovingMotorVehicle/586.wav,train
./DevSet/MovingMotorVehicle/165.wav,train
./DevSet/MovingMotorVehicle/377.wav,train
./DevSet/MovingMotorVehicle/589.wav,train
./DevSet/MovingMotorVehicle/651.wav,train
./DevSet/MovingMotorVehicle/168.wav,train
./DevSet/MovingMotorVehicle/230.wav,train
./DevSet/MovingMotorVehicle/442.wav,train
./DevSet/MovingMotorVehicle/021.wav,train
./DevSet/MovingMotorVehicle/233.wav,train
./DevSet/MovingMotorVehicle/648.wav,train
./DevSet/MovingMotorVehicle/024.wav,train
./DevSet/MovingMotorVehicle/439.wav,train
./DevSet/MovingMotorVehicle/501.wav,test
./DevSet/MovingMotorVehicle/394.wav,train
./DevSet/MovingMotorVehicle/191.wav,train
./DevSet/MovingMotorVehicle/504.wav,train
./DevSet/MovingMotorVehicle/185.wav,train
./DevSet/MovingMotorVehicle/397.wav,train
./DevSet/MovingMotorVehicle/671.wav,train
./DevSet/MovingMotorVehicle/507.wav,train
./DevSet/MovingMotorVehicle/188.wav,train
./DevSet/MovingMotorVehicle/250.wav,train
./DevSet/MovingMotorVehicle/462.wav,train
./DevSet/MovingMotorVehicle/041.wav,train
./DevSet/MovingMotorVehicle/253.wav,train
./DevSet/MovingMotorVehicle/668.wav,train
./DevSet/MovingMotorVehicle/465.wav,train
./DevSet/MovingMotorVehicle/044.wav,train
./DevSet/MovingMotorVehicle/459.wav,test
./DevSet/MovingMotorVehicle/521.wav,validation
./DevSet/MovingMotorVehicle/256.wav,train
./DevSet/MovingMotorVehicle/312.wav,test
./DevSet/MovingMotorVehicle/047.wav,train
./DevSet/MovingMotorVehicle/524.wav,train
./DevSet/MovingMotorVehicle/103.wav,train
./DevSet/MovingMotorVehicle/315.wav,train
./DevSet/MovingMotorVehicle/527.wav,train
./DevSet/MovingMotorVehicle/270.wav,validation
./DevSet/MovingMotorVehicle/106.wav,train
./DevSet/MovingMotorVehicle/482.wav,train
./DevSet/MovingMotorVehicle/318.wav,train
./DevSet/MovingMotorVehicle/061.wav,train
./DevSet/MovingMotorVehicle/273.wav,train
./DevSet/MovingMotorVehicle/109.wav,test
./DevSet/MovingMotorVehicle/485.wav,train
./DevSet/MovingMotorVehicle/064.wav,train
./DevSet/MovingMotorVehicle/479.wav,train
./DevSet/MovingMotorVehicle/276.wav,train
./DevSet/MovingMotorVehicle/067.wav,train
./DevSet/MovingMotorVehicle/544.wav,train
./DevSet/MovingMotorVehicle/335.wav,train
./DevSet/MovingMotorVehicle/547.wav,train
./DevSet/MovingMotorVehicle/290.wav,train
./DevSet/MovingMotorVehicle/126.wav,train
./DevSet/MovingMotorVehicle/338.wav,train
./DevSet/MovingMotorVehicle/400.wav,train
./DevSet/MovingMotorVehicle/612.wav,train
./DevSet/MovingMotorVehicle/081.wav,train
./DevSet/MovingMotorVehicle/293.wav,train
./DevSet/MovingMotorVehicle/129.wav,train
./DevSet/MovingMotorVehicle/403.wav,train
./DevSet/MovingMotorVehicle/084.wav,validation
./DevSet/MovingMotorVehicle/296.wav,test
./DevSet/MovingMotorVehicle/609.wav,train
./DevSet/MovingMotorVehicle/087.wav,train
./DevSet/MovingMotorVehicle/564.wav,train
./DevSet/MovingMotorVehicle/361.wav,train
./DevSet/MovingMotorVehicle/355.wav,train
./DevSet/MovingMotorVehicle/152.wav,train
./DevSet/MovingMotorVehicle/567.wav,train
./DevSet/MovingMotorVehicle/146.wav,train
./DevSet/MovingMotorVehicle/358.wav,train
./DevSet/MovingMotorVehicle/420.wav,train
./DevSet/MovingMotorVehicle/632.wav,train
./DevSet/MovingMotorVehicle/149.wav,train
./DevSet/MovingMotorVehicle/211.wav,train
./DevSet/MovingMotorVehicle/423.wav,train
./DevSet/MovingMotorVehicle/002.wav,train
./DevSet/MovingMotorVehicle/214.wav,test
./DevSet/MovingMotorVehicle/629.wav,train
./DevSet/MovingMotorVehicle/590.wav,train
./DevSet/MovingMotorVehicle/426.wav,train
./DevSet/MovingMotorVehicle/005.wav,train
./DevSet/MovingMotorVehicle/584.wav,train
./DevSet/MovingMotorVehicle/381.wav,train
./DevSet/MovingMotorVehicle/217.wav,train
./DevSet/MovingMotorVehicle/375.wav,train
./DevSet/MovingMotorVehicle/172.wav,train
./DevSet/MovingMotorVehicle/008.wav,train
./DevSet/MovingMotorVehicle/587.wav,train
./DevSet/MovingMotorVehicle/378.wav,train
./DevSet/MovingMotorVehicle/440.wav,train
./DevSet/MovingMotorVehicle/652.wav,train
./DevSet/MovingMotorVehicle/169.wav,train
./DevSet/MovingMotorVehicle/231.wav,train
./DevSet/MovingMotorVehicle/443.wav,train
./DevSet/MovingMotorVehicle/655.wav,train
./DevSet/MovingMotorVehicle/022.wav,train
./DevSet/MovingMotorVehicle/234.wav,train
./DevSet/MovingMotorVehicle/649.wav,train
./DevSet/MovingMotorVehicle/446.wav,train
./DevSet/MovingMotorVehicle/025.wav,test
./DevSet/MovingMotorVehicle/237.wav,train
./DevSet/MovingMotorVehicle/192.wav,train
./DevSet/MovingMotorVehicle/028.wav,train
./DevSet/MovingMotorVehicle/505.wav,test
./DevSet/MovingMotorVehicle/398.wav,train
./DevSet/MovingMotorVehicle/460.wav,train
./DevSet/MovingMotorVehicle/672.wav,train
./DevSet/MovingMotorVehicle/508.wav,train
./DevSet/MovingMotorVehicle/189.wav,test
./DevSet/MovingMotorVehicle/251.wav,train
./DevSet/MovingMotorVehicle/463.wav,train
./DevSet/MovingMotorVehicle/675.wav,validation
./DevSet/MovingMotorVehicle/042.wav,train
./DevSet/MovingMotorVehicle/254.wav,validation
./DevSet/MovingMotorVehicle/466.wav,train
./DevSet/MovingMotorVehicle/045.wav,train
./DevSet/MovingMotorVehicle/257.wav,train
./DevSet/MovingMotorVehicle/048.wav,train
./DevSet/MovingMotorVehicle/110.wav,train
./DevSet/MovingMotorVehicle/525.wav,train
./DevSet/MovingMotorVehicle/322.wav,train
./DevSet/MovingMotorVehicle/480.wav,train
./DevSet/MovingMotorVehicle/316.wav,train
./DevSet/MovingMotorVehicle/113.wav,train
./DevSet/MovingMotorVehicle/528.wav,train
./DevSet/MovingMotorVehicle/271.wav,train
./DevSet/MovingMotorVehicle/107.wav,train
./DevSet/MovingMotorVehicle/483.wav,train
./DevSet/MovingMotorVehicle/319.wav,train
./DevSet/MovingMotorVehicle/274.wav,train
./DevSet/MovingMotorVehicle/486.wav,train
./DevSet/MovingMotorVehicle/065.wav,train
./DevSet/MovingMotorVehicle/277.wav,train
./DevSet/MovingMotorVehicle/489.wav,train
./DevSet/MovingMotorVehicle/551.wav,train
./DevSet/MovingMotorVehicle/068.wav,train
./DevSet/MovingMotorVehicle/130.wav,validation
./DevSet/MovingMotorVehicle/545.wav,train
./DevSet/MovingMotorVehicle/342.wav,train
./DevSet/MovingMotorVehicle/336.wav,train
./DevSet/MovingMotorVehicle/133.wav,train
./DevSet/MovingMotorVehicle/548.wav,train
./DevSet/MovingMotorVehicle/610.wav,train
./DevSet/MovingMotorVehicle/339.wav,train
./DevSet/MovingMotorVehicle/401.wav,train
./DevSet/MovingMotorVehicle/613.wav,train
./DevSet/MovingMotorVehicle/294.wav,train
./DevSet/MovingMotorVehicle/404.wav,train
./DevSet/MovingMotorVehicle/616.wav,train
./DevSet/MovingMotorVehicle/085.wav,train
./DevSet/MovingMotorVehicle/297.wav,train
./DevSet/MovingMotorVehicle/571.wav,train
./DevSet/MovingMotorVehicle/407.wav,train
./DevSet/MovingMotorVehicle/088.wav,train
./DevSet/MovingMotorVehicle/150.wav,train
./DevSet/MovingMotorVehicle/362.wav,train
./DevSet/MovingMotorVehicle/153.wav,train
./DevSet/MovingMotorVehicle/568.wav,train
./DevSet/MovingMotorVehicle/630.wav,train
./DevSet/MovingMotorVehicle/359.wav,train
./DevSet/MovingMotorVehicle/421.wav,train
./DevSet/MovingMotorVehicle/633.wav,train
./DevSet/MovingMotorVehicle/212.wav,train
./DevSet/MovingMotorVehicle/424.wav,train
./DevSet/MovingMotorVehicle/636.wav,test
./DevSet/MovingMotorVehicle/003.wav,train
./DevSet/MovingMotorVehicle/215.wav,train
./DevSet/MovingMotorVehicle/591.wav,train
./DevSet/MovingMotorVehicle/427.wav,train
./DevSet/MovingMotorVehicle/170.wav,test
./DevSet/MovingMotorVehicle/006.wav,validation
./DevSet/MovingMotorVehicle/382.wav,train
./DevSet/MovingMotorVehicle/218.wav,train
./DevSet/MovingMotorVehicle/594.wav,train
./DevSet/MovingMotorVehicle/173.wav,train
./DevSet/MovingMotorVehicle/009.wav,train
./DevSet/MovingMotorVehicle/588.wav,test
./DevSet/MovingMotorVehicle/650.wav,train
./DevSet/MovingMotorVehicle/385.wav,test
./DevSet/MovingMotorVehicle/379.wav,train
./DevSet/MovingMotorVehicle/441.wav,train
./DevSet/MovingMotorVehicle/176.wav,train
./DevSet/MovingMotorVehicle/653.wav,train
./DevSet/MovingMotorVehicle/232.wav,train
./DevSet/MovingMotorVehicle/444.wav,train
./DevSet/MovingMotorVehicle/656.wav,train
./DevSet/MovingMotorVehicle/235.wav,train
./DevSet/MovingMotorVehicle/447.wav,train
./DevSet/MovingMotorVehicle/659.wav,train
./DevSet/MovingMotorVehicle/190.wav,train
./DevSet/MovingMotorVehicle/026.wav,train
./DevSet/MovingMotorVehicle/238.wav,train
./DevSet/MovingMotorVehicle/300.wav,test
./DevSet/MovingMotorVehicle/512.wav,train
./DevSet/MovingMotorVehicle/193.wav,train
./DevSet/MovingMotorVehicle/029.wav,train
./DevSet/MovingMotorVehicle/506.wav,train
./DevSet/MovingMotorVehicle/303.wav,train
./DevSet/MovingMotorVehicle/196.wav,train
./DevSet/MovingMotorVehicle/673.wav,train
./DevSet/MovingMotorVehicle/509.wav,validation
./DevSet/MovingMotorVehicle/464.wav,train
./DevSet/MovingMotorVehicle/676.wav,train
./DevSet/MovingMotorVehicle/255.wav,train
./DevSet/MovingMotorVehicle/467.wav,train
./DevSet/MovingMotorVehicle/679.wav,train
./DevSet/MovingMotorVehicle/046.wav,train
./DevSet/MovingMotorVehicle/258.wav,train
./DevSet/MovingMotorVehicle/320.wav,train
./DevSet/MovingMotorVehicle/532.wav,test
./DevSet/MovingMotorVehicle/049.wav,train
./DevSet/MovingMotorVehicle/111.wav,train
./DevSet/MovingMotorVehicle/323.wav,train
./DevSet/MovingMotorVehicle/114.wav,train
./DevSet/MovingMotorVehicle/529.wav,train
./DevSet/MovingMotorVehicle/490.wav,train
./DevSet/MovingMotorVehicle/484.wav,test
./DevSet/MovingMotorVehicle/281.wav,train
./DevSet/MovingMotorVehicle/275.wav,validation
./DevSet/MovingMotorVehicle/072.wav,train
./DevSet/MovingMotorVehicle/487.wav,train
./DevSet/MovingMotorVehicle/066.wav,validation
./DevSet/MovingMotorVehicle/278.wav,train
./DevSet/MovingMotorVehicle/340.wav,train
./DevSet/MovingMotorVehicle/552.wav,train
./DevSet/MovingMotorVehicle/069.wav,train
./DevSet/MovingMotorVehicle/131.wav,train
./DevSet/MovingMotorVehicle/343.wav,train
./DevSet/MovingMotorVehicle/555.wav,train
./DevSet/MovingMotorVehicle/134.wav,train
./DevSet/MovingMotorVehicle/549.wav,train
./DevSet/MovingMotorVehicle/611.wav,train
./DevSet/MovingMotorVehicle/346.wav,train
./DevSet/MovingMotorVehicle/402.wav,train
./DevSet/MovingMotorVehicle/137.wav,train
./DevSet/MovingMotorVehicle/614.wav,train
./DevSet/MovingMotorVehicle/092.wav,validation
./DevSet/MovingMotorVehicle/405.wav,train
./DevSet/MovingMotorVehicle/617.wav,train
./DevSet/MovingMotorVehicle/298.wav,train
./DevSet/MovingMotorVehicle/360.wav,train
./DevSet/MovingMotorVehicle/572.wav,train
./DevSet/MovingMotorVehicle/408.wav,train
./DevSet/MovingMotorVehicle/089.wav,train
./DevSet/MovingMotorVehicle/151.wav,train
./DevSet/MovingMotorVehicle/363.wav,train
./DevSet/MovingMotorVehicle/575.wav,train
./DevSet/MovingMotorVehicle/154.wav,test
./DevSet/MovingMotorVehicle/366.wav,train
./DevSet/MovingMotorVehicle/157.wav,train
./DevSet/MovingMotorVehicle/634.wav,train
./DevSet/MovingMotorVehicle/010.wav,train
./DevSet/MovingMotorVehicle/425.wav,train
./DevSet/MovingMotorVehicle/637.wav,train
./DevSet/MovingMotorVehicle/380.wav,train
./DevSet/MovingMotorVehicle/216.wav,train
./DevSet/MovingMotorVehicle/592.wav,train
./DevSet/MovingMotorVehicle/428.wav,train
./DevSet/MovingMotorVehicle/171.wav,train
./DevSet/MovingMotorVehicle/007.wav,train
./DevSet/MovingMotorVehicle/383.wav,train
./DevSet/MovingMotorVehicle/219.wav,train
./DevSet/MovingMotorVehicle/595.wav,train
./DevSet/MovingMotorVehicle/174.wav,train
./DevSet/MovingMotorVehicle/386.wav,train
./DevSet/MovingMotorVehicle/660.wav,train
./DevSet/MovingMotorVehicle/177.wav,train
./DevSet/MovingMotorVehicle/654.wav,train
./DevSet/MovingMotorVehicle/451.wav,test
./DevSet/MovingMotorVehicle/030.wav,validation
./DevSet/MovingMotorVehicle/445.wav,train
./DevSet/MovingMotorVehicle/242.wav,test
./DevSet/MovingMotorVehicle/657.wav,train
./DevSet/MovingMotorVehicle/236.wav,train
./DevSet/MovingMotorVehicle/033.wav,train
./DevSet/MovingMotorVehicle/448.wav,train
./DevSet/MovingMotorVehicle/510.wav,test
./DevSet/MovingMotorVehicle/027.wav,validation
./DevSet/MovingMotorVehicle/239.wav,train
./DevSet/MovingMotorVehicle/301.wav,validation
./DevSet/MovingMotorVehicle/513.wav,train
./DevSet/MovingMotorVehicle/194.wav,train
./DevSet/MovingMotorVehicle/304.wav,train
./DevSet/MovingMotorVehicle/680.wav,train
./DevSet/MovingMotorVehicle/516.wav,train
./DevSet/MovingMotorVehicle/197.wav,train
./DevSet/MovingMotorVehicle/674.wav,train
./DevSet/MovingMotorVehicle/471.wav,train
./DevSet/MovingMotorVehicle/307.wav,train
./DevSet/MovingMotorVehicle/050.wav,train
./DevSet/MovingMotorVehicle/262.wav,train
./DevSet/MovingMotorVehicle/677.wav,train
./DevSet/MovingMotorVehicle/053.wav,train
./DevSet/MovingMotorVehicle/468.wav,train
./DevSet/MovingMotorVehicle/530.wav,train
./DevSet/MovingMotorVehicle/259.wav,train
./DevSet/MovingMotorVehicle/321.wav,train
./DevSet/MovingMotorVehicle/533.wav,train
./DevSet/MovingMotorVehicle/112.wav,train
